,Country,Date,Hemisphere,MonthOrder
2306,REUNION,Oct,South,5.0
2307,MEXICO,Sep,North,5.0
2308,NEW ZEALAND,Sep,South,4.0
2309,SOUTH AFRICA,Sep,South,4.0
2310,USA,Sep,North,3.0
2311,AUSTRALIA,Sep,South,3.0
2312,JAPAN,Aug,North,3.0
2313,JAPAN,Aug,North,3.0
2314,USA,Aug,North,3.0
2315,USA,Aug,North,2.0
2316,JAPAN,Aug,North,2.0
2317,AUSTRALIA,Aug,South,2.0
2318,REUNION,Jul,South,1.0
2319,AUSTRALIA,Jul,South,1.0
2320,SOUTH AFRICA,Jul,South,1.0
2321,SOUTH AFRICA,Jul,South,1.0
2322,MAURITIUS,Jun,South,1.0
2323,JAPAN,Jun,North,1.0
2324,JAPAN,Jun,North,1.0
2325,USA,Jun,North,12.0
2326,USA,Jun,North,11.0
2327,USA,May,North,11.0
2328,USA,May,North,11.0
2329,USA,May,North,11.0
2330,AUSTRALIA,Apr,South,11.0
2331,USA,Apr,North,10.0
2332,USA,Mar,North,10.0
2333,BAHAMAS,Mar,North,9.0
2334,AUSTRALIA,Mar,South,9.0
2335,AUSTRALIA,Mar,South,8.0
2336,USA,Mar,North,8.0
2337,USA,Feb,North,8.0
2338,USA,Feb,North,8.0
2339,ITALY,Feb,North,7.0
2340,USA,Jan,North,7.0
2341,USA,Jan,North,7.0
2342,USA,Jan,North,7.0
2343,REUNION,Jan,South,7.0
2344,USA,Jan,North,7.0
2345,USA,Jan,North,7.0
2346,HONG KONG,Jan,South,6.0
2348,USA,Dec,North,6.0
2349,USA,Nov,North,6.0
2350,HONG KONG,Nov,South,6.0
2351,USA,Nov,North,5.0
2352,SOUTH AFRICA,Nov,South,5.0
2353,BRAZIL,Nov,South,4.0
2354,USA,Oct,North,4.0
2355,USA,Oct,North,4.0
2356,USA,Sep,North,4.0
2357,AUSTRALIA,Sep,South,3.0
2358,USA,Aug,North,2.0
2359,SOUTH AFRICA,Aug,South,2.0
2360,AUSTRALIA,Aug,South,1.0
2361,AUSTRALIA,Aug,South,1.0
2362,AUSTRALIA,Jul,South,1.0
2363,SOUTH AFRICA,Jul,South,12.0
2364,AUSTRALIA,Jul,South,11.0
2365,USA,Jul,North,11.0
2366,USA,Jul,North,11.0
2367,USA,Jul,North,10.0
2368,USA,Jul,North,10.0
2369,AUSTRALIA,Jun,South,10.0
2370,AUSTRALIA,Jun,South,10.0
2371,USA,Jun,North,10.0
2372,USA,Jun,North,10.0
2373,USA,Jun,North,10.0
2374,SOUTH AFRICA,May,South,9.0
2375,USA,May,North,9.0
2376,USA,Apr,North,9.0
2377,USA,Apr,North,8.0
2378,USA,Apr,North,8.0
2379,USA,Apr,North,8.0
2380,USA,Mar,North,8.0
2381,USA,Feb,North,7.0
2382,USA,Feb,North,7.0
2383,SOUTH AFRICA,Jan,South,6.0
2384,BAHAMAS,Jan,North,6.0
2385,SOUTH AFRICA,Jan,South,5.0
2386,AUSTRALIA,Dec,South,5.0
2387,AUSTRALIA,Nov,South,5.0
2388,SOUTH AFRICA,Nov,South,5.0
2389,SOUTH AFRICA,Nov,South,4.0
2390,AUSTRALIA,Oct,South,4.0
2391,AUSTRALIA,Oct,South,4.0
2392,AUSTRALIA,Oct,South,4.0
2393,AUSTRALIA,Oct,South,4.0
2394,USA,Oct,North,4.0
2395,FIJI,Oct,South,3.0
2396,REUNION,Oct,South,3.0
2397,USA,Sep,North,2.0
2398,USA,Sep,North,2.0
2399,USA,Sep,North,1.0
2400,USA,Aug,North,12.0
2401,AUSTRALIA,Aug,South,12.0
2402,AUSTRALIA,Aug,South,12.0
2403,AUSTRALIA,Aug,South,11.0
2404,SOUTH AFRICA,Jul,South,11.0
2405,USA,Jul,North,11.0
2406,AUSTRALIA,Jun,South,11.0
2407,AUSTRALIA,Jun,South,10.0
2408,AUSTRALIA,May,South,10.0
2409,USA,May,North,10.0
2410,USA,May,North,10.0
2411,USA,May,North,10.0
2412,AUSTRALIA,Apr,South,10.0
2413,SOUTH AFRICA,Apr,South,9.0
2414,USA,Apr,North,9.0
2415,USA,Apr,North,9.0
2416,USA,Apr,North,9.0
2417,USA,Apr,North,9.0
2418,USA,Mar,North,9.0
2419,AUSTRALIA,Mar,South,8.0
2420,USA,Feb,North,8.0
2421,SOUTH AFRICA,Feb,South,8.0
2422,AUSTRALIA,Jan,South,8.0
2424,AUSTRALIA,Dec,South,8.0
2425,BERMUDA,Dec,North,7.0
2426,SOUTH AFRICA,Dec,South,7.0
2427,REUNION,Nov,South,7.0
2428,USA,Nov,North,7.0
2429,USA,Nov,North,7.0
2430,USA,Nov,North,6.0
2431,USA,Oct,North,6.0
2432,ITALY,Oct,North,6.0
2433,SOUTH AFRICA,Oct,South,6.0
2434,SOUTH AFRICA,Oct,South,6.0
2435,JAPAN,Oct,North,6.0
2436,USA,Oct,North,4.0
2437,USA,Sep,North,4.0
2438,USA,Sep,North,4.0
2439,USA,Sep,North,4.0
2440,USA,Sep,North,4.0
2441,AUSTRALIA,Sep,South,3.0
2442,AUSTRALIA,Sep,South,3.0
2443,SOUTH AFRICA,Aug,South,2.0
2444,SOUTH AFRICA,Aug,South,2.0
2445,ITALY,Aug,North,2.0
2446,USA,Aug,North,1.0
2447,USA,Aug,North,1.0
2448,USA,Aug,North,1.0
2449,SOUTH AFRICA,Jul,South,1.0
2450,USA,Jul,North,1.0
2451,AUSTRALIA,Jul,South,1.0
2452,CHILE,Jul,South,12.0
2453,AUSTRALIA,Jul,South,11.0
2454,AUSTRALIA,Jun,South,11.0
2455,PHILIPPINES,Jun,North,10.0
2456,USA,Jun,North,10.0
2457,AUSTRALIA,Jun,South,10.0
2458,USA,Jun,North,10.0
2459,USA,Jun,North,10.0
2460,USA,Apr,North,10.0
2461,AUSTRALIA,Apr,South,10.0
2462,USA,Apr,North,10.0
2463,USA,Apr,North,9.0
2464,USA,Apr,North,9.0
2465,USA,Mar,North,9.0
2466,USA,Mar,North,8.0
2467,ITALY,Feb,North,8.0
2468,JAPAN,Feb,North,8.0
2469,USA,Feb,North,8.0
2470,BAHAMAS,Jan,North,7.0
2471,BAHAMAS,Jan,North,7.0
2472,BAHAMAS,Jan,North,7.0
2473,USA,Jan,North,7.0
2474,USA,Jan,North,7.0
2475,BAHAMAS,Jan,North,7.0
2478,USA,Dec,North,6.0
2479,USA,Nov,North,6.0
2480,USA,Nov,North,6.0
2481,USA,Oct,North,6.0
2482,SOUTH KOREA,Oct,Both hemispheres,5.0
2483,USA,Oct,North,5.0
2484,USA,Oct,North,5.0
2485,REUNION,Oct,South,4.0
2486,USA,Oct,North,4.0
2487,USA,Oct,North,4.0
2488,USA,Oct,North,4.0
2489,USA,Sep,North,4.0
2490,USA,Sep,North,4.0
2491,SOUTH AFRICA,Sep,South,4.0
2492,USA,Aug,North,3.0
2493,USA,Aug,North,3.0
2494,SOUTH AFRICA,Aug,South,3.0
2495,REUNION,Aug,South,3.0
2496,SOUTH AFRICA,Jul,South,2.0
2497,SOUTH AFRICA,Jul,South,2.0
2498,SOUTH AFRICA,Jul,South,2.0
2499,AUSTRALIA,Jul,South,2.0
2500,FIJI,Jul,South,2.0
2501,SOUTH AFRICA,Jul,South,1.0
2502,AUSTRALIA,Jul,South,1.0
2503,USA,Jun,North,1.0
2504,SOUTH AFRICA,Jun,South,1.0
2505,SOUTH AFRICA,Jun,South,1.0
2506,PHILIPPINES,Jun,North,12.0
2507,USA,Jun,North,12.0
2508,AUSTRALIA,May,South,12.0
2509,USA,May,North,11.0
2510,SOUTH AFRICA,May,South,11.0
2511,USA,Apr,North,10.0
2512,SOUTH AFRICA,Apr,South,10.0
2513,SOUTH AFRICA,Apr,South,10.0
2514,DOMINICAN REPUBLIC,Apr,North,10.0
2515,AUSTRALIA,Apr,South,9.0
2516,SOUTH AFRICA,Apr,South,9.0
2517,USA,Apr,North,8.0
2518,USA,Mar,North,8.0
2519,USA,Mar,North,7.0
2520,USA,Mar,North,7.0
2521,USA,Mar,North,7.0
2522,USA,Feb,North,7.0
2523,BAHAMAS,Feb,North,7.0
2524,BAHAMAS,Feb,North,7.0
2525,USA,Feb,North,6.0
2526,USA,Feb,North,5.0
2527,USA,Jan,North,5.0
2528,AUSTRALIA,Jan,South,5.0
2529,SOUTH AFRICA,Jan,South,4.0
2530,USA,Jan,North,4.0
2531,USA,Jan,North,4.0
2533,AUSTRALIA,Dec,South,3.0
2534,SOUTH AFRICA,Dec,South,3.0
2535,USA,Dec,North,2.0
2536,SOLOMON ISLANDS,Nov,South,2.0
2537,SOUTH AFRICA,Nov,South,1.0
2538,AUSTRALIA,Oct,South,1.0
2539,SOUTH AFRICA,Oct,South,12.0
2540,SOUTH AFRICA,Oct,South,12.0
2541,USA,Oct,North,12.0
2542,BAHAMAS,Sep,North,12.0
2543,USA,Sep,North,12.0
2544,SOUTH AFRICA,Aug,South,12.0
2545,NEW CALEDONIA,Aug,South,12.0
2546,USA,Jul,North,11.0
2547,USA,Jul,North,11.0
2548,USA,Jul,North,11.0
2549,SOUTH AFRICA,Jul,South,10.0
2550,USA,Jul,North,10.0
2551,SOUTH AFRICA,Jul,South,10.0
2552,AUSTRALIA,Jun,South,10.0
2553,USA,May,North,10.0
2554,USA,May,North,9.0
2555,USA,May,North,9.0
2556,USA,Apr,North,9.0
2557,USA,Apr,North,8.0
2558,SOUTH AFRICA,Apr,South,8.0
2559,AUSTRALIA,Apr,South,8.0
2560,FRANCE,Mar,North,8.0
2561,AUSTRALIA,Mar,South,7.0
2562,USA,Feb,North,7.0
2563,SOUTH AFRICA,Feb,South,7.0
2564,AUSTRALIA,Jan,South,5.0
2565,SOUTH KOREA,Jan,Both hemispheres,5.0
2568,SPAIN,Dec,North,3.0
2569,SOUTH AFRICA,Dec,South,3.0
2570,SOUTH AFRICA,Dec,South,3.0
2571,SOUTH AFRICA,Dec,South,2.0
2572,SOUTH AFRICA,Dec,South,2.0
2573,SOUTH AFRICA,Dec,South,2.0
2574,SOUTH AFRICA,Dec,South,2.0
2575,AUSTRALIA,Nov,South,2.0
2576,USA,Nov,North,1.0
2577,SOUTH AFRICA,Nov,South,12.0
2578,USA,Oct,North,12.0
2579,AUSTRALIA,Oct,South,11.0
2580,USA,Oct,North,11.0
2581,USA,Oct,North,11.0
2582,SOUTH AFRICA,Oct,South,10.0
2583,USA,Sep,North,10.0
2584,USA,Sep,North,10.0
2585,USA,Sep,North,10.0
2586,USA,Aug,North,10.0
2587,USA,Aug,North,9.0
2588,SOUTH AFRICA,Aug,South,9.0
2589,USA,Aug,North,9.0
2590,USA,Jul,North,9.0
2591,USA,Jul,North,8.0
2592,USA,Jul,North,8.0
2593,USA,May,North,8.0
2594,USA,May,North,7.0
2595,USA,Apr,North,7.0
2596,USA,Apr,North,7.0
2597,USA,Mar,North,7.0
2598,USA,Mar,North,5.0
2599,SOUTH AFRICA,Mar,South,5.0
2600,USA,Feb,North,3.0
2601,AUSTRALIA,Feb,South,3.0
2602,USA,Feb,North,2.0
2603,USA,Feb,North,2.0
2604,SOUTH AFRICA,Feb,South,1.0
2605,SOUTH AFRICA,Jan,South,1.0
2607,NEW ZEALAND,Dec,South,1.0
2608,SOUTH AFRICA,Dec,South,1.0
2609,NEW CALEDONIA,Nov,South,1.0
2610,SOUTH AFRICA,Nov,South,1.0
2611,ITALY,Nov,North,12.0
2612,AUSTRALIA,Oct,South,11.0
2613,USA,Oct,North,11.0
2614,USA,Oct,North,11.0
2615,USA,Oct,North,10.0
2616,USA,Oct,North,10.0
2617,USA,Sep,North,10.0
2618,USA,Sep,North,10.0
2619,USA,Sep,North,9.0
2620,USA,Sep,North,9.0
2621,USA,Aug,North,9.0
2622,USA,Aug,North,9.0
2623,USA,Aug,North,9.0
2624,USA,Jul,North,9.0
2625,USA,Jul,North,9.0
2626,USA,Jul,North,9.0
2627,MEXICO,Jul,North,9.0
2629,INDONESIA,May,South,8.0
2630,USA,May,North,7.0
2631,USA,Mar,North,7.0
2632,SOUTH AFRICA,Mar,South,7.0
2633,USA,Feb,North,7.0
2634,SOUTH AFRICA,Feb,South,7.0
2635,SOUTH AFRICA,Jan,South,6.0
2636,USA,Jan,North,6.0
2637,VANUATU,Jan,South,6.0
2638,SOUTH AFRICA,Jan,South,5.0
2639,SOMALIA,Jan,North,3.0
2640,SOUTH AFRICA,Jan,South,3.0
2641,SOUTH AFRICA,Jan,South,3.0
2644,SOUTH AFRICA,Dec,South,2.0
2645,SOUTH AFRICA,Nov,South,2.0
2646,AUSTRALIA,Nov,South,2.0
2647,SOUTH AFRICA,Nov,South,1.0
2648,SOUTH AFRICA,Oct,South,1.0
2649,GREECE,Oct,North,12.0
2650,USA,Oct,North,12.0
2651,AUSTRALIA,Oct,South,12.0
2652,SOUTH AFRICA,Sep,South,12.0
2653,SOUTH AFRICA,Sep,South,12.0
2654,SOUTH AFRICA,Sep,South,12.0
2655,PHILIPPINES,Sep,North,11.0
2656,USA,Sep,North,11.0
2657,SOUTH AFRICA,Sep,South,11.0
2658,USA,Sep,North,10.0
2659,USA,Sep,North,10.0
2660,USA,Sep,North,9.0
2661,USA,Aug,North,8.0
2662,SOUTH AFRICA,Aug,South,8.0
2663,USA,Jul,North,8.0
2664,USA,Jul,North,8.0
2665,USA,Jul,North,8.0
2666,USA,Jul,North,8.0
2667,AUSTRALIA,Jul,South,7.0
2668,AUSTRALIA,Jun,South,7.0
2669,AUSTRALIA,Jun,South,7.0
2670,SOUTH AFRICA,Jun,South,7.0
2671,USA,May,North,7.0
2672,BAHAMAS,Mar,North,7.0
2673,USA,Mar,North,7.0
2674,USA,Mar,North,6.0
2675,BAHAMAS,Mar,North,6.0
2676,USA,Feb,North,6.0
2677,BAHAMAS,Feb,North,6.0
2678,ITALY,Feb,North,6.0
2679,BAHAMAS,Feb,North,6.0
2680,USA,Jan,North,5.0
2681,USA,Jan,North,5.0
2684,SOUTH AFRICA,Dec,South,4.0
2685,USA,Dec,North,4.0
2686,SOUTH AFRICA,Dec,South,4.0
2687,SOUTH AFRICA,Dec,South,3.0
2688,SOUTH AFRICA,Dec,South,3.0
2689,USA,Dec,North,3.0
2690,NEW CALEDONIA,Nov,South,3.0
2691,SOUTH AFRICA,Nov,South,2.0
2692,USA,Nov,North,1.0
2693,SOUTH AFRICA,Oct,South,1.0
2694,SOUTH AFRICA,Oct,South,1.0
2695,SOUTH AFRICA,Sep,South,1.0
2696,USA,Aug,North,11.0
2697,USA,Aug,North,10.0
2698,SOUTH AFRICA,Aug,South,9.0
2699,SOUTH AFRICA,Aug,South,9.0
2700,USA,Aug,North,9.0
2701,USA,Aug,North,9.0
2702,USA,Jul,North,9.0
2703,USA,Jul,North,9.0
2704,JAPAN,Jul,North,8.0
2705,USA,Jul,North,8.0
2706,SOUTH AFRICA,Jul,South,8.0
2707,TUNISIA,Jul,North,8.0
2708,SOUTH AFRICA,Jul,South,7.0
2709,SOUTH AFRICA,Jun,South,7.0
2710,USA,Jun,North,7.0
2711,USA,Jun,North,7.0
2712,USA,Jun,North,7.0
2713,USA,Jun,North,7.0
2714,NEW CALEDONIA,Jun,South,7.0
2715,SOUTH AFRICA,May,South,6.0
2716,USA,May,North,6.0
2717,BAHAMAS,May,North,6.0
2718,USA,Apr,North,6.0
2719,USA,Apr,North,6.0
2720,USA,Apr,North,5.0
2721,USA,Apr,North,3.0
2722,AUSTRALIA,Mar,South,3.0
2723,NEW CALEDONIA,Mar,South,3.0
2724,AUSTRALIA,Mar,South,2.0
2725,USA,Mar,North,2.0
2726,SOUTH AFRICA,Feb,South,2.0
2727,USA,Jan,North,2.0
2728,USA,Jan,North,2.0
2729,USA,Jan,North,2.0
2730,USA,Jan,North,2.0
2734,AUSTRALIA,Nov,South,12.0
2735,USA,Oct,North,12.0
2736,REUNION,Sep,South,11.0
2737,SOUTH AFRICA,Sep,South,10.0
2738,USA,Sep,North,11.0
2739,USA,Sep,North,10.0
2740,USA,Sep,North,10.0
2741,USA,Sep,North,10.0
2742,USA,Aug,North,10.0
2743,USA,Aug,North,9.0
2744,USA,Aug,North,9.0
2745,USA,Aug,North,9.0
2746,USA,Jul,North,9.0
2747,USA,Jul,North,9.0
2748,USA,Jul,North,8.0
2749,USA,Jul,North,8.0
2750,USA,Jul,North,8.0
2751,USA,Jul,North,8.0
2752,USA,Jul,North,8.0
2753,BAHAMAS,Jun,North,8.0
2754,USA,Jun,North,7.0
2755,SOUTH AFRICA,Jun,South,7.0
2756,USA,Jun,North,7.0
2757,SOUTH AFRICA,Jun,South,7.0
2758,ENGLAND,May,North,6.0
2759,USA,Mar,North,6.0
2760,USA,Mar,North,5.0
2761,SOUTH KOREA,Mar,Both hemispheres,5.0
2762,SOUTH AFRICA,Feb,South,5.0
2763,USA,Feb,North,5.0
2764,USA,Feb,North,5.0
2765,SOUTH AFRICA,Feb,South,5.0
2766,NAMIBIA,Feb,South,5.0
2767,BERMUDA,Feb,North,3.0
2768,SOUTH AFRICA,Feb,South,5.0
2769,USA,Feb,North,3.0
2770,USA,Jan,North,3.0
2774,AUSTRALIA,Dec,South,2.0
2775,AUSTRALIA,Dec,South,2.0
2776,USA,Dec,North,2.0
2777,BRAZIL,Nov,South,2.0
2778,USA,Oct,North,1.0
2779,SOUTH AFRICA,Nov,South,1.0
2780,SOUTH AFRICA,Oct,South,12.0
2781,REUNION,Oct,South,11.0
2782,AUSTRALIA,Oct,South,11.0
2783,SOUTH AFRICA,Oct,South,11.0
2784,BRAZIL,Sep,South,11.0
2785,USA,Sep,North,10.0
2786,USA,Sep,North,10.0
2787,MEXICO,Sep,North,8.0
2788,USA,Sep,North,8.0
2789,USA,Aug,North,8.0
2790,SPAIN,Aug,North,7.0
2791,USA,Aug,North,7.0
2792,USA,Aug,North,7.0
2793,USA,Aug,North,7.0
2794,USA,Aug,North,7.0
2795,USA,Jul,North,6.0
2796,SOUTH AFRICA,Jul,South,5.0
2797,JAMAICA,Jul,North,4.0
2798,PHILIPPINES,Jul,North,4.0
2799,MEXICO,Jun,North,4.0
2800,SOUTH AFRICA,Jun,South,3.0
2801,BRAZIL,May,South,3.0
2802,PHILIPPINES,May,North,3.0
2803,SOUTH AFRICA,May,South,3.0
2804,SOUTH AFRICA,May,South,1.0
2805,KENYA,May,North,1.0
2806,SOUTH AFRICA,May,South,1.0
2807,SOUTH AFRICA,May,South,1.0
2808,SOUTH AFRICA,Mar,South,1.0
2809,CHILE,May,South,1.0
2810,SOUTH AFRICA,Mar,South,12.0
2811,PORTUGAL,Mar,North,12.0
2812,SOUTH CHINA SEA,Mar,North,12.0
2813,USA,Mar,North,11.0
2814,SOUTH AFRICA,Feb,South,11.0
2815,SOUTH AFRICA,Feb,South,10.0
2816,AUSTRALIA,Feb,South,9.0
2817,HONG KONG,Feb,South,8.0
2818,HONG KONG,Feb,South,8.0
2819,USA,Jan,North,8.0
2820,THAILAND,Jan,North,8.0
2824,SOUTH AFRICA,Dec,South,5.0
2825,NEW CALEDONIA,Nov,South,5.0
2826,NEW CALEDONIA,Nov,South,5.0
2827,USA,Nov,North,4.0
2828,USA,Nov,North,4.0
2829,USA,Oct,North,3.0
2830,USA,Oct,North,3.0
2831,SOUTH AFRICA,Aug,South,3.0
2832,NEW CALEDONIA,Aug,South,3.0
2833,SOUTH AFRICA,Aug,South,2.0
2834,AUSTRALIA,Jul,South,12.0
2835,SOUTH AFRICA,Jul,South,12.0
2836,USA,Jul,North,11.0
2837,USA,Jul,North,11.0
2838,SOUTH AFRICA,Jul,South,10.0
2839,SOUTH AFRICA,Jun,South,9.0
2840,ITALY,May,North,9.0
2841,AUSTRALIA,Apr,South,9.0
2842,USA,Apr,North,8.0
2843,USA,Apr,North,8.0
2844,USA,Mar,North,7.0
2845,USA,Mar,North,7.0
2846,USA,Mar,North,6.0
2847,USA,Mar,North,6.0
2848,ITALY,Jan,North,6.0
2849,MARSHALL ISLANDS,Jan,Both hemispheres,4.0
2850,MARSHALL ISLANDS,Jan,Both hemispheres,4.0
2851,AUSTRALIA,Jan,South,4.0
2852,SOUTH AFRICA,Jan,South,3.0
2853,SOUTH AFRICA,Jan,South,2.0
2858,USA,Dec,North,12.0
2859,SOUTH AFRICA,Dec,South,12.0
2860,SOUTH AFRICA,Dec,South,12.0
2861,SOUTH AFRICA,Nov,South,11.0
2862,SOUTH AFRICA,Nov,South,10.0
2863,AUSTRALIA,Oct,South,8.0
2864,AUSTRALIA,Sep,South,8.0
2865,SOUTH AFRICA,Aug,South,8.0
2866,USA,Aug,North,8.0
2867,USA,Aug,North,8.0
2868,USA,Aug,North,7.0
2869,USA,Jun,North,6.0
2870,USA,May,North,6.0
2871,SOUTH AFRICA,May,South,5.0
2872,AUSTRALIA,May,South,5.0
2873,AUSTRALIA,May,South,4.0
2874,USA,May,North,4.0
2875,SOUTH AFRICA,Apr,South,3.0
2876,AUSTRALIA,Apr,South,3.0
2877,AUSTRALIA,Mar,South,3.0
2878,AUSTRALIA,Mar,South,3.0
2879,AUSTRALIA,Mar,South,2.0
2880,AUSTRALIA,Mar,South,2.0
2881,NEW CALEDONIA,Feb,South,2.0
2883,AUSTRALIA,Dec,South,12.0
2884,USA,Dec,North,12.0
2885,SOUTH AFRICA,Nov,South,11.0
2886,AUSTRALIA,Nov,South,11.0
2887,USA,Oct,North,11.0
2888,SOUTH AFRICA,Sep,South,11.0
2889,SOUTH AFRICA,Sep,South,11.0
2890,SOUTH AFRICA,Sep,South,10.0
2891,USA,Aug,North,10.0
2892,SOUTH AFRICA,Aug,South,10.0
2893,NEW CALEDONIA,Jul,South,9.0
2894,AUSTRALIA,Jul,South,9.0
2895,HONG KONG,Jun,South,9.0
2896,USA,Jun,North,9.0
2897,USA,Jun,North,9.0
2898,USA,Apr,North,9.0
2899,USA,Apr,North,8.0
2900,USA,Apr,North,8.0
2901,USA,Mar,North,7.0
2902,USA,Feb,North,7.0
2903,USA,Feb,North,7.0
2904,USA,Jan,North,7.0
2905,USA,Jan,North,6.0
2908,AUSTRALIA,Dec,South,6.0
2909,SOUTH AFRICA,Dec,South,5.0
2910,USA,Dec,North,4.0
2911,USA,Dec,North,3.0
2912,SOUTH AFRICA,Nov,South,3.0
2913,SOUTH AFRICA,Oct,South,3.0
2914,SOUTH AFRICA,Aug,South,3.0
2915,SOUTH AFRICA,Aug,South,2.0
2916,SOUTH AFRICA,Aug,South,1.0
2917,AUSTRALIA,Aug,South,1.0
2918,SOUTH AFRICA,Aug,South,1.0
2919,USA,Jul,North,1.0
2920,NEW ZEALAND,Jun,South,1.0
2921,AUSTRALIA,Jun,South,12.0
2922,USA,May,North,12.0
2923,AUSTRALIA,May,South,12.0
2924,AUSTRALIA,Apr,South,11.0
2925,SOUTH AFRICA,Apr,South,11.0
2926,AUSTRALIA,Mar,South,11.0
2927,USA,Mar,North,11.0
2928,USA,Mar,North,10.0
2929,AUSTRALIA,Mar,South,10.0
2930,USA,Feb,North,10.0
2931,SOUTH AFRICA,Feb,South,9.0
2932,SOUTH AFRICA,Feb,South,8.0
2933,USA,Jan,North,8.0
2934,USA,Dec,North,8.0
2935,HONG KONG,Dec,South,8.0
2936,USA,Nov,North,7.0
2937,AUSTRALIA,Nov,South,7.0
2938,USA,Nov,North,7.0
2939,AUSTRALIA,Nov,South,7.0
2940,USA,Nov,North,7.0
2941,USA,Oct,North,7.0
2942,USA,Oct,North,7.0
2943,AUSTRALIA,Oct,South,7.0
2944,USA,Sep,North,7.0
2945,USA,Sep,North,6.0
2946,USA,Sep,North,6.0
2947,USA,Sep,North,6.0
2948,USA,Sep,North,6.0
2949,USA,Sep,North,6.0
2950,USA,Aug,North,5.0
2951,USA,Aug,North,5.0
2952,ITALY,Jul,North,4.0
2953,SOUTH AFRICA,Jul,South,4.0
2954,SOUTH AFRICA,Jul,South,4.0
2955,SOUTH AFRICA,Jul,South,3.0
2956,AUSTRALIA,Jun,South,3.0
2957,USA,Jun,North,3.0
2958,AUSTRALIA,Jun,South,3.0
2959,SOUTH AFRICA,Jun,South,3.0
2960,BANGLADESH,May,North,3.0
2961,SOUTH AFRICA,Apr,South,2.0
2962,SOUTH AFRICA,Mar,South,2.0
2963,AUSTRALIA,Mar,South,2.0
2964,AUSTRALIA,Mar,South,2.0
2965,AUSTRALIA,Mar,South,2.0
2966,SOUTH AFRICA,Feb,South,2.0
2967,AUSTRALIA,Jan,South,1.0
2968,AUSTRALIA,Jan,South,12.0
2969,USA,Jan,North,11.0
2970,USA,Jan,North,9.0
2971,USA,Jan,North,9.0
2973,USA,Dec,North,9.0
2974,USA,Dec,North,9.0
2975,AUSTRALIA,Dec,South,9.0
2976,USA,Nov,North,9.0
2977,HONG KONG,Nov,South,8.0
2978,HONG KONG,Nov,South,8.0
2979,HONG KONG,Nov,South,8.0
2980,HONG KONG,Oct,South,8.0
2981,CROATIA,Oct,North,8.0
2982,USA,Oct,North,8.0
2983,USA,Sep,North,7.0
2984,USA,Aug,North,7.0
2985,USA,Aug,North,7.0
2986,USA,Aug,North,6.0
2987,USA,Aug,North,5.0
2988,BRAZIL,Jul,South,4.0
2989,SOUTH AFRICA,Jul,South,4.0
2990,SOUTH AFRICA,Jul,South,4.0
2991,USA,Jul,North,4.0
2992,SOUTH AFRICA,Jul,South,4.0
2993,SOUTH AFRICA,Jul,South,3.0
2994,SOUTH AFRICA,Jul,South,3.0
2995,SOUTH AFRICA,Jul,South,2.0
2996,SOUTH AFRICA,Jul,South,2.0
2997,SOUTH AFRICA,Jun,South,2.0
2998,SOUTH AFRICA,Jun,South,2.0
2999,SOUTH AFRICA,Jun,South,1.0
3000,AUSTRALIA,Jun,South,1.0
3001,SOUTH AFRICA,Jun,South,1.0
3002,MOZAMBIQUE,May,South,1.0
3003,MOZAMBIQUE,May,South,1.0
3004,MOZAMBIQUE,Apr,South,12.0
3005,MOZAMBIQUE,Apr,South,12.0
3006,PHILIPPINES,Apr,North,12.0
3007,USA,Mar,North,12.0
3008,MEXICO,Mar,North,12.0
3009,AUSTRALIA,Mar,South,11.0
3010,USA,Mar,North,11.0
3011,AUSTRALIA,Mar,South,11.0
3012,SOUTH AFRICA,Mar,South,9.0
3013,BAHAMAS,Feb,North,9.0
3014,HONG KONG,Feb,South,9.0
3015,MEXICO,Feb,North,9.0
3016,EGYPT,Feb,North,9.0
3017,AUSTRALIA,Feb,South,8.0
3018,AUSTRALIA,Feb,South,8.0
3019,USA,Jan,North,8.0
3022,AUSTRALIA,Dec,South,3.0
3023,MOZAMBIQUE,Nov,South,3.0
3024,SOUTH AFRICA,Sep,South,3.0
3025,MEXICO,Sep,North,2.0
3026,SOUTH AFRICA,Sep,South,1.0
3027,USA,Sep,North,1.0
3028,SOUTH AFRICA,Sep,South,12.0
3029,MOZAMBIQUE,Sep,South,12.0
3030,MEXICO,Sep,North,12.0
3031,SOUTH AFRICA,Aug,South,12.0
3032,AUSTRALIA,Aug,South,12.0
3033,AUSTRALIA,Aug,South,12.0
3034,REUNION,Aug,South,12.0
3035,AUSTRALIA,Aug,South,10.0
3036,AUSTRALIA,Aug,South,10.0
3037,USA,Jul,North,10.0
3038,USA,Jul,North,10.0
3039,NEW ZEALAND,Jul,South,10.0
3040,USA,Jun,North,9.0
3041,MOZAMBIQUE,May,South,9.0
3042,USA,Apr,North,8.0
3043,USA,Apr,North,8.0
3044,AUSTRALIA,Apr,South,8.0
3045,USA,Apr,North,7.0
3046,AUSTRALIA,Apr,South,6.0
3047,AUSTRALIA,Mar,South,6.0
3048,USA,Mar,North,6.0
3049,USA,Feb,North,5.0
3050,FRENCH POLYNESIA,Feb,South,5.0
3051,WESTERN SAMOA,Feb,Both hemispheres,4.0
3052,AUSTRALIA,Feb,South,4.0
3053,MOZAMBIQUE,Jan,South,4.0
3054,PACIFIC OCEAN ,Jan,Both hemispheres,3.0
